"cd_mun","year_month","ndvi"
"1502103","2019-04",0.0195870029165316
"1503093","2019-04",0.0215788252167089
"1503309","2019-04",0.0196627139111234
"1503804","2019-04",0.0206597105288052
"1504000","2019-04",0.0174979216487673
"1504422","2019-04",0.019860553633218
"1504604","2019-04",0.0197650051212018
"1504703","2019-04",0.0213982217581496
"1505064","2019-04",0.0207696647939572
"1505205","2019-04",0.020931573349143
"1506351","2019-04",0.021007847976308
"1507953","2019-04",0.0215439314724561
"1508100","2019-04",0.0195101238521617
"1500107","2019-05",0.0180302475478748
"1500800","2019-05",0.0195524381625442
"1501105","2019-05",0.0222849851869874
"1501204","2019-05",0.0215573285171669
"1501303","2019-05",0.016357539503386
"1501402","2019-05",0.0130333044752264
"1501501","2019-05",0.0214804593760713
"1501782","2019-05",0.0208793391356207
"1502103","2019-05",0.0198228210087138
"1503093","2019-05",0.0210925790245941
"1503309","2019-05",0.0194150029823515
"1503804","2019-05",0.0202875647488267
"1504000","2019-05",0.0172340372388738
"1504422","2019-05",0.0204869187848729
"1504604","2019-05",0.0207203266506696
"1504703","2019-05",0.022032264060526
"1505064","2019-05",0.0212546325935569
"1505205","2019-05",0.0214889807480114
"1506351","2019-05",0.0212083471662319
"1507953","2019-05",0.0219012666784224
"1508100","2019-05",0.0190246114259884
"1500107","2019-06",0.0186611716621253
"1500800","2019-06",0.0199624504623514
"1501105","2019-06",0.0223361560813616
"1501204","2019-06",0.0214250246108154
"1501303","2019-06",0.0166758455724059
"1501402","2019-06",0.0133381756756757
"1501501","2019-06",0.0217994632673599
"1501782","2019-06",0.0216561854607173
"1502103","2019-06",0.0199596718762785
"1503093","2019-06",0.0219104223850766
"1503309","2019-06",0.019984628415472
"1503804","2019-06",0.0204336478868853
"1504000","2019-06",0.0175370248073829
"1504422","2019-06",0.0208974815724816
"1504604","2019-06",0.0210498593580959
"1504703","2019-06",0.0229497622548683
"1505064","2019-06",0.021855253101204
"1505205","2019-06",0.0215801325689717
"1506351","2019-06",0.0217816027088036
"1507953","2019-06",0.023028561567611
"1508100","2019-06",0.0198993710691824
"1500107","2019-07",0.0188794333968946
"1500800","2019-07",0.0202192941952507
"1501105","2019-07",0.0228924755240769
"1501204","2019-07",0.0224749126833649
"1501303","2019-07",0.0160203693956649
"1501402","2019-07",0.012934458259325
"1501501","2019-07",0.0220206873540207
"1501782","2019-07",0.0216176058347867
"1502103","2019-07",0.0205721638164182
"1503093","2019-07",0.0218885308671588
"1503309","2019-07",0.0207813963695645
"1503804","2019-07",0.0204745268605993
"1504000","2019-07",0.0177536075096818
"1504422","2019-07",0.0211191863995143
"1504604","2019-07",0.0217346507617131
"1504703","2019-07",0.02341419729765
"1505064","2019-07",0.0212094642965726
"1505205","2019-07",0.0221460769030917
"1506351","2019-07",0.0220366501575867
"1507953","2019-07",0.0231983995040717
"1508100","2019-07",0.0201362218944707
"1500107","2019-08",0.0181892954563167
"1500800","2019-08",0.0197833776595745
"1501105","2019-08",0.02244197560871
"1501204","2019-08",0.021544263198317
"1501303","2019-08",0.0162520435180282
"1501402","2019-08",0.0131398068093733
"1501501","2019-08",0.0213336342360415
"1501782","2019-08",0.0207032886491632
"1502103","2019-08",0.0201092159306864
"1503093","2019-08",0.0210795380565289
"1503309","2019-08",0.0203327724233196
"1503804","2019-08",0.0197428424465366
"1504000","2019-08",0.0173879019649271
"1504422","2019-08",0.0207032297379647
"1504604","2019-08",0.0214970834536529
"1504703","2019-08",0.0227255448325234
"1505064","2019-08",0.0209134872230371
"1505205","2019-08",0.0215132456154635
"1506351","2019-08",0.0216074762120526
"1507953","2019-08",0.0223762803880648
"1508100","2019-08",0.0193392501143118
"1500107","2019-09",0.0185608704802795
"1500800","2019-09",0.0192828282828283
"1501105","2019-09",0.0226149929238203
"1501204","2019-09",0.0206172934488262
"1501303","2019-09",0.0162248779474395
"1501402","2019-09",0.0133305327066197
"1501501","2019-09",0.0203493219129193
"1501782","2019-09",0.0184016451715809
"1502103","2019-09",0.0202434872014566
"1503093","2019-09",0.0176690142193709
"1503309","2019-09",0.0199468785320125
"1503804","2019-09",0.0182198731148088
"1504000","2019-09",0.0178120665313686
"1504422","2019-09",0.019867478025693
"1504604","2019-09",0.0211610909640375
"1504703","2019-09",0.0212410098845183
"1505064","2019-09",0.0196502396371668
"1505205","2019-09",0.0219653119604591
"1506351","2019-09",0.0211355124912445
"1507953","2019-09",0.0209055516293679
"1508100","2019-09",0.0183350521119035
"1500107","2019-10",0.0195633152173913
"1500800","2019-10",0.0196510923535253
"1501105","2019-10",0.0222263063942755
"1501204","2019-10",0.0212171177723518
"1501303","2019-10",0.0164754463416218
"1501402","2019-10",0.013929183560634
"1501501","2019-10",0.0209320926385443
"1501782","2019-10",0.0194332742882964
"1502103","2019-10",0.0201023349176319
"1503093","2019-10",0.0197430049197692
"1503309","2019-10",0.0197624199404398
"1503804","2019-10",0.0196522501291322
"1504000","2019-10",0.0183018038894947
"1504422","2019-10",0.020527868852459
"1504604","2019-10",0.0206274361051779
"1504703","2019-10",0.0214645823964985
"1505064","2019-10",0.0197129231357364
"1505205","2019-10",0.0217730675218861
"1506351","2019-10",0.0208256454388985
"1507953","2019-10",0.0205926205819825
"1508100","2019-10",0.0190680565653628
"1500107","2019-11",0.0184973612303849
"1500800","2019-11",0.0193111718483088
"1501105","2019-11",0.0211711260768389
"1501204","2019-11",0.020094110610104
"1501303","2019-11",0.0164842054728757
"1501402","2019-11",0.0132029532800775
"1501501","2019-11",0.0212446944257891
"1501782","2019-11",0.0188760214239152
"1502103","2019-11",0.0190002772233311
"1503093","2019-11",0.0198998500891874
"1503309","2019-11",0.019267171700317
"1503804","2019-11",0.019775948806971
"1504000","2019-11",0.0171793968348761
"1504422","2019-11",0.0203550945698597
"1504604","2019-11",0.0199421991203519
"1504703","2019-11",0.0209031186768042
"1505064","2019-11",0.0201404198717792
"1505205","2019-11",0.0203997127448618
"1506351","2019-11",0.0216055077062557
"1507953","2019-11",0.0203819849497283
"1508100","2019-11",0.0192966692876238
"1500107","2019-12",0.0185266014271152
"1500800","2019-12",0.0194373565217391
"1501105","2019-12",0.019853363377424
"1501204","2019-12",0.0209070976060997
"1501303","2019-12",0.0162959575417886
"1501402","2019-12",0.0131827904956883
"1501501","2019-12",0.0214128630705394
"1501782","2019-12",0.0200632386570775
"1502103","2019-12",0.0193642954823541
"1503093","2019-12",0.0207231496908944
"1503309","2019-12",0.0196561629776607
"1503804","2019-12",0.0204040775637521
"1504000","2019-12",0.0170275473200071
"1504422","2019-12",0.0205533374157991
"1504604","2019-12",0.0204772051368706
"1504703","2019-12",0.0217022290641295
"1505064","2019-12",0.0196258217356421
"1505205","2019-12",0.019679709762533
"1506351","2019-12",0.0216442298743602
"1507953","2019-12",0.0216332930744985
"1508100","2019-12",0.019602354030285
