"","cd_mun","nm_mun","UF","temperature","year_month"
"143",1505064,"Novo Repartimento","PA",31.3621508435505,"2021-06"
"144",1505205,"Oeiras do Pará","PA",31.1883236340114,"2021-06"
"145",1506351,"Santa Bárbara do Pará","PA",30.5742588043213,"2021-06"
"146",1507953,"Tailândia","PA",31.6214153405392,"2021-06"
"147",1508100,"Tucuruí","PA",30.5294471316867,"2021-06"
"148",1500107,"Abaetetuba","PA",31.5524936676025,"2021-05"
"149",1500800,"Ananindeua","PA",31.4872175852458,"2021-05"
"150",1501105,"Bagre","PA",31.7201444401461,"2021-05"
"151",1501204,"Baião","PA",32.0082045197487,"2021-05"
"152",1501303,"Barcarena","PA",31.5640913645426,"2021-05"
"153",1501402,"Belém","PA",31.0847110748291,"2021-05"
"154",1501501,"Benevides","PA",31.5864200592041,"2021-05"
"155",1501782,"Breu Branco","PA",32.6162099549265,"2021-05"
"156",1502103,"Cametá","PA",31.7106647491455,"2021-05"
"157",1503093,"Goianésia do Pará","PA",32.9905020944003,"2021-05"
"158",1503309,"Igarapé-Miri","PA",31.7258405049642,"2021-05"
"159",1503804,"Jacundá","PA",32.5551823933919,"2021-05"
"160",1504000,"Limoeiro do Ajuru","PA",31.1035099029541,"2021-05"
"161",1504422,"Marituba","PA",31.574800491333,"2021-05"
"162",1504604,"Mocajuba","PA",31.7411251068115,"2021-05"
"163",1504703,"Moju","PA",32.2519587664537,"2021-05"
"164",1505064,"Novo Repartimento","PA",31.928950302,"2021-05"
"165",1505205,"Oeiras do Pará","PA",31.7341076305934,"2021-05"
"166",1506351,"Santa Bárbara do Pará","PA",31.3277225494385,"2021-05"
"167",1507953,"Tailândia","PA",32.5114762277314,"2021-05"
"168",1508100,"Tucuruí","PA",31.7508198420207,"2021-05"
"169",1500107,"Abaetetuba","PA",31.9127193450928,"2021-04"
"170",1500800,"Ananindeua","PA",31.6181176503499,"2021-04"
"171",1501105,"Bagre","PA",31.9785151762121,"2021-04"
"172",1501204,"Baião","PA",32.6267004013062,"2021-04"
"173",1501303,"Barcarena","PA",31.7318000793457,"2021-04"
"174",1501402,"Belém","PA",30.6279697418213,"2021-04"
"175",1501501,"Benevides","PA",31.7947940826416,"2021-04"
"176",1501782,"Breu Branco","PA",33.4486839988015,"2021-04"
"177",1502103,"Cametá","PA",31.7767961819967,"2021-04"
"178",1503093,"Goianésia do Pará","PA",33.726906348919,"2021-04"
"179",1503309,"Igarapé-Miri","PA",31.9954460144043,"2021-04"
"180",1503804,"Jacundá","PA",32.8735478719076,"2021-04"
"181",1504000,"Limoeiro do Ajuru","PA",31.2736637115479,"2021-04"
"182",1504422,"Marituba","PA",31.7736988067627,"2021-04"
"183",1504604,"Mocajuba","PA",32.0857014656067,"2021-04"
"184",1504703,"Moju","PA",32.8956291306187,"2021-04"
"185",1505064,"Novo Repartimento","PA",33.2453541949513,"2021-04"
"186",1505205,"Oeiras do Pará","PA",31.7961604935782,"2021-04"
"187",1506351,"Santa Bárbara do Pará","PA",31.1606693267822,"2021-04"
"188",1507953,"Tailândia","PA",33.1892392707594,"2021-04"
"189",1508100,"Tucuruí","PA",32.554557800293,"2021-04"
"190",1500107,"Abaetetuba","PA",30.6921695709229,"2021-03"
"191",1500800,"Ananindeua","PA",30.5648237864176,"2021-03"
"192",1501105,"Bagre","PA",30.854860754574,"2021-03"
"193",1501204,"Baião","PA",30.8474578857422,"2021-03"
"194",1501303,"Barcarena","PA",30.3457991282145,"2021-03"
"195",1501402,"Belém","PA",29.6454410552979,"2021-03"
"196",1501501,"Benevides","PA",30.8220615386963,"2021-03"
"197",1501782,"Breu Branco","PA",30.9290409088135,"2021-03"
"198",1502103,"Cametá","PA",30.7323754628499,"2021-03"
"199",1503093,"Goianésia do Pará","PA",31.2362728118896,"2021-03"
"200",1503309,"Igarapé-Miri","PA",30.9806583404541,"2021-03"
"201",1503804,"Jacundá","PA",30.8429976145426,"2021-03"
"202",1504000,"Limoeiro do Ajuru","PA",31.0248445510864,"2021-03"
"203",1504422,"Marituba","PA",30.7759113311768,"2021-03"
"204",1504604,"Mocajuba","PA",30.7577114105225,"2021-03"
"205",1504703,"Moju","PA",31.3046684533777,"2021-03"
"206",1505064,"Novo Repartimento","PA",30.5219451004897,"2021-03"
"207",1505205,"Oeiras do Pará","PA",30.8334151676723,"2021-03"
"208",1506351,"Santa Bárbara do Pará","PA",30.2378025054932,"2021-03"
"209",1507953,"Tailândia","PA",31.6968419046113,"2021-03"
"210",1508100,"Tucuruí","PA",30.2641798655192,"2021-03"
"211",1500107,"Abaetetuba","PA",31.654461479187,"2021-02"
"212",1500800,"Ananindeua","PA",31.4520104726156,"2021-02"
"213",1501105,"Bagre","PA",32.6092318366556,"2021-02"
"214",1501204,"Baião","PA",32.5680084228516,"2021-02"
"215",1501303,"Barcarena","PA",31.2246036529541,"2021-02"
"216",1501402,"Belém","PA",30.6503086090088,"2021-02"
"217",1501501,"Benevides","PA",31.7283725738525,"2021-02"
"218",1501782,"Breu Branco","PA",32.9230197559704,"2021-02"
"219",1502103,"Cametá","PA",32.1580307483673,"2021-02"
"220",1503093,"Goianésia do Pará","PA",33.2998778244545,"2021-02"
"221",1503309,"Igarapé-Miri","PA",32.2572073618571,"2021-02"
"222",1503804,"Jacundá","PA",32.0551750183105,"2021-02"
"223",1504000,"Limoeiro do Ajuru","PA",31.5093601226807,"2021-02"
"224",1504422,"Marituba","PA",31.6281986236572,"2021-02"
"225",1504604,"Mocajuba","PA",32.6154479980469,"2021-02"
"226",1504703,"Moju","PA",33.098424884635,"2021-02"
"227",1505064,"Novo Repartimento","PA",31.9104878495379,"2021-02"
"228",1505205,"Oeiras do Pará","PA",32.4626737322126,"2021-02"
"229",1506351,"Santa Bárbara do Pará","PA",31.2664127349854,"2021-02"
"230",1507953,"Tailândia","PA",33.1355015147816,"2021-02"
"231",1508100,"Tucuruí","PA",31.7838633855184,"2021-02"
"232",1500107,"Abaetetuba","PA",32.1544273376465,"2021-01"
"233",1500800,"Ananindeua","PA",31.7947832743327,"2021-01"
"234",1501105,"Bagre","PA",32.7573453117819,"2021-01"
"235",1501204,"Baião","PA",32.9285097122192,"2021-01"
"236",1501303,"Barcarena","PA",31.8157488505046,"2021-01"
"237",1501402,"Belém","PA",31.09397315979,"2021-01"
"238",1501501,"Benevides","PA",32.3147964477539,"2021-01"
"239",1501782,"Breu Branco","PA",32.8390973987001,"2021-01"
"240",1502103,"Cametá","PA",32.2296249866486,"2021-01"
"241",1503093,"Goianésia do Pará","PA",33.1855122467567,"2021-01"
"242",1503309,"Igarapé-Miri","PA",32.5532052357992,"2021-01"
"243",1503804,"Jacundá","PA",31.8682080586751,"2021-01"
"244",1504000,"Limoeiro do Ajuru","PA",31.4896823883057,"2021-01"
"245",1504422,"Marituba","PA",32.1304249763489,"2021-01"
"246",1504604,"Mocajuba","PA",32.9694709777832,"2021-01"
"247",1504703,"Moju","PA",33.5565053375674,"2021-01"
"248",1505064,"Novo Repartimento","PA",32.0021009832863,"2021-01"
"249",1505205,"Oeiras do Pará","PA",32.6693410192217,"2021-01"
"250",1506351,"Santa Bárbara do Pará","PA",31.7174320220947,"2021-01"
"251",1507953,"Tailândia","PA",33.9465847593365,"2021-01"
"252",1508100,"Tucuruí","PA",32.0029791726006,"2021-01"
