"cd_mun","date","dengue"
150520,"2020-06-15",0
150635,"2020-06-15",0
150795,"2020-06-15",0
150810,"2020-06-15",0
150010,"2020-06-22",0
150080,"2020-06-22",0
150110,"2020-06-22",0
150120,"2020-06-22",0
150130,"2020-06-22",0
150140,"2020-06-22",0.07
150150,"2020-06-22",0
150178,"2020-06-22",0
150210,"2020-06-22",0
150309,"2020-06-22",0
150330,"2020-06-22",0
150380,"2020-06-22",0
150400,"2020-06-22",0
150442,"2020-06-22",0
150460,"2020-06-22",0
150470,"2020-06-22",0
150506,"2020-06-22",0
150520,"2020-06-22",0
150635,"2020-06-22",0
150795,"2020-06-22",0
150810,"2020-06-22",0
150010,"2020-06-29",0
150080,"2020-06-29",0
150110,"2020-06-29",0
150120,"2020-06-29",0
150130,"2020-06-29",0
150140,"2020-06-29",0.07
150150,"2020-06-29",0
150178,"2020-06-29",0
150210,"2020-06-29",0
150309,"2020-06-29",0
150330,"2020-06-29",0
150380,"2020-06-29",0
150400,"2020-06-29",0
150442,"2020-06-29",0
150460,"2020-06-29",0
150470,"2020-06-29",0
150506,"2020-06-29",0
150520,"2020-06-29",0
150635,"2020-06-29",0
150795,"2020-06-29",0
150810,"2020-06-29",0
150010,"2020-07-06",0
150080,"2020-07-06",0
150110,"2020-07-06",0
150120,"2020-07-06",0
150130,"2020-07-06",0
150140,"2020-07-06",0
150150,"2020-07-06",0
150178,"2020-07-06",0
150210,"2020-07-06",0
150309,"2020-07-06",0
150330,"2020-07-06",0
150380,"2020-07-06",0
150400,"2020-07-06",0
150442,"2020-07-06",0
150460,"2020-07-06",0
150470,"2020-07-06",0
150506,"2020-07-06",0
150520,"2020-07-06",0
150635,"2020-07-06",0
150795,"2020-07-06",0
150810,"2020-07-06",0
150010,"2020-07-13",0
150080,"2020-07-13",0
150110,"2020-07-13",0
150120,"2020-07-13",0
150130,"2020-07-13",0
150140,"2020-07-13",0
150150,"2020-07-13",0
150178,"2020-07-13",0
150210,"2020-07-13",0
150309,"2020-07-13",0
150330,"2020-07-13",0
150380,"2020-07-13",1.67
150400,"2020-07-13",0
150442,"2020-07-13",0
150460,"2020-07-13",3.17
150470,"2020-07-13",0
150506,"2020-07-13",0
150520,"2020-07-13",0
150635,"2020-07-13",0
150795,"2020-07-13",0
150810,"2020-07-13",0
150010,"2020-07-20",0
150080,"2020-07-20",0
150110,"2020-07-20",0
150120,"2020-07-20",0
150130,"2020-07-20",0
150140,"2020-07-20",0
150150,"2020-07-20",0
150178,"2020-07-20",0
150210,"2020-07-20",0
150309,"2020-07-20",0
150330,"2020-07-20",0
150380,"2020-07-20",0
150400,"2020-07-20",0
150442,"2020-07-20",0
150460,"2020-07-20",0
150470,"2020-07-20",0
150506,"2020-07-20",0
150520,"2020-07-20",0
150635,"2020-07-20",0
150795,"2020-07-20",0
150810,"2020-07-20",0
150010,"2020-07-27",0
150080,"2020-07-27",0
150110,"2020-07-27",0
150120,"2020-07-27",0
150130,"2020-07-27",0
150140,"2020-07-27",0.07
150150,"2020-07-27",0
150178,"2020-07-27",0
150210,"2020-07-27",0
150309,"2020-07-27",0
150330,"2020-07-27",0
150380,"2020-07-27",0
150400,"2020-07-27",0
150442,"2020-07-27",0
150460,"2020-07-27",3.17
150470,"2020-07-27",0
150506,"2020-07-27",0
150520,"2020-07-27",0
150635,"2020-07-27",0
150795,"2020-07-27",0
150810,"2020-07-27",0
