"cd_mun","date","ndvi"
"1503804","2019-09-17",NA
"1504000","2019-09-17",NA
"1504422","2019-09-17",NA
"1504604","2019-09-17",NA
"1504703","2019-09-17",NA
"1505064","2019-09-17",NA
"1505205","2019-09-17",NA
"1506351","2019-09-17",NA
"1507953","2019-09-17",NA
"1508100","2019-09-17",NA
"1500107","2019-09-24",0.0188063737034624
"1500800","2019-09-24",0.0194686721991701
"1501105","2019-09-24",0.0212801494579518
"1501204","2019-09-24",0.0209214666112332
"1501303","2019-09-24",0.0163690187107748
"1501402","2019-09-24",0.013471142643764
"1501501","2019-09-24",0.0203978504254366
"1501782","2019-09-24",0.0185809907120743
"1502103","2019-09-24",0.020471906159672
"1503093","2019-09-24",0.0179500446183416
"1503309","2019-09-24",0.0206256152742523
"1503804","2019-09-24",0.0186144312150337
"1504000","2019-09-24",0.0188642806627602
"1504422","2019-09-24",0.0200891479820628
"1504604","2019-09-24",0.0213819800124922
"1504703","2019-09-24",0.0213909824034965
"1505064","2019-09-24",0.0191682171152736
"1505205","2019-09-24",0.0209201795014307
"1506351","2019-09-24",0.021317617930675
"1507953","2019-09-24",0.0209814082137716
"1508100","2019-09-24",0.0184935130220867
"1500107","2019-10-01",NA
"1500800","2019-10-01",NA
"1501105","2019-10-01",NA
"1501204","2019-10-01",NA
"1501303","2019-10-01",NA
"1501402","2019-10-01",NA
"1501501","2019-10-01",NA
"1501782","2019-10-01",NA
"1502103","2019-10-01",NA
"1503093","2019-10-01",NA
"1503309","2019-10-01",NA
"1503804","2019-10-01",NA
"1504000","2019-10-01",NA
"1504422","2019-10-01",NA
"1504604","2019-10-01",NA
"1504703","2019-10-01",NA
"1505064","2019-10-01",NA
"1505205","2019-10-01",NA
"1506351","2019-10-01",NA
"1507953","2019-10-01",NA
"1508100","2019-10-01",NA
"1500107","2019-10-08",NA
"1500800","2019-10-08",NA
"1501105","2019-10-08",NA
"1501204","2019-10-08",NA
"1501303","2019-10-08",NA
"1501402","2019-10-08",NA
"1501501","2019-10-08",NA
"1501782","2019-10-08",NA
"1502103","2019-10-08",NA
"1503093","2019-10-08",NA
"1503309","2019-10-08",NA
"1503804","2019-10-08",NA
"1504000","2019-10-08",NA
"1504422","2019-10-08",NA
"1504604","2019-10-08",NA
"1504703","2019-10-08",NA
"1505064","2019-10-08",NA
"1505205","2019-10-08",NA
"1506351","2019-10-08",NA
"1507953","2019-10-08",NA
"1508100","2019-10-08",NA
"1500107","2019-10-15",0.0195633152173913
"1500800","2019-10-15",0.0196510923535253
"1501105","2019-10-15",0.0222262102741712
"1501204","2019-10-15",0.0212153497151367
"1501303","2019-10-15",0.0164754463416218
"1501402","2019-10-15",0.013929183560634
"1501501","2019-10-15",0.0209320926385443
"1501782","2019-10-15",0.0194332742882964
"1502103","2019-10-15",0.0201002953255503
"1503093","2019-10-15",0.0197430128389147
"1503309","2019-10-15",0.0197624199404398
"1503804","2019-10-15",0.0196522501291322
"1504000","2019-10-15",0.0183009632860778
"1504422","2019-10-15",0.020527868852459
"1504604","2019-10-15",0.0206272519702438
"1504703","2019-10-15",0.021464431753455
"1505064","2019-10-15",0.0197132708931941
"1505205","2019-10-15",0.0217727069428794
"1506351","2019-10-15",0.0208256454388985
"1507953","2019-10-15",0.0205930623837364
"1508100","2019-10-15",0.0190680565653628
"1500107","2019-10-22",NA
"1500800","2019-10-22",NA
"1501105","2019-10-22",NA
"1501204","2019-10-22",NA
"1501303","2019-10-22",NA
"1501402","2019-10-22",NA
"1501501","2019-10-22",NA
"1501782","2019-10-22",NA
"1502103","2019-10-22",NA
"1503093","2019-10-22",NA
"1503309","2019-10-22",NA
"1503804","2019-10-22",NA
"1504000","2019-10-22",NA
"1504422","2019-10-22",NA
"1504604","2019-10-22",NA
"1504703","2019-10-22",NA
"1505064","2019-10-22",NA
"1505205","2019-10-22",NA
"1506351","2019-10-22",NA
"1507953","2019-10-22",NA
"1508100","2019-10-22",NA
"1500107","2019-10-29",0.0180049485943432
"1500800","2019-10-29",0.0194759461732548
"1501105","2019-10-29",0.0213805245865328
"1501204","2019-10-29",0.0199093815289915
"1501303","2019-10-29",0.0163208017334778
"1501402","2019-10-29",0.0131340597587719
"1501501","2019-10-29",0.0210598767669445
"1501782","2019-10-29",0.018730202257101
"1502103","2019-10-29",0.0185294136959317
"1503093","2019-10-29",0.0192279265274651
"1503309","2019-10-29",0.0181455465055176
"1503804","2019-10-29",0.0188201367308888
"1504000","2019-10-29",0.0170214435006893
"1504422","2019-10-29",0.0203087855297158
"1504604","2019-10-29",0.0191514468371467
"1504703","2019-10-29",0.0203995788189502
"1505064","2019-10-29",0.0201707140786671
"1505205","2019-10-29",0.0204676809077693
"1506351","2019-10-29",0.0214834949103248
"1507953","2019-10-29",0.0197393028716689
"1508100","2019-10-29",0.0193955464652129
"1500107","2019-11-05",NA
"1500800","2019-11-05",NA
"1501105","2019-11-05",NA
"1501204","2019-11-05",NA
"1501303","2019-11-05",NA
"1501402","2019-11-05",NA
"1501501","2019-11-05",NA
"1501782","2019-11-05",NA
"1502103","2019-11-05",NA
"1503093","2019-11-05",NA
"1503309","2019-11-05",NA
"1503804","2019-11-05",NA
"1504000","2019-11-05",NA
"1504422","2019-11-05",NA
"1504604","2019-11-05",NA
"1504703","2019-11-05",NA
"1505064","2019-11-05",NA
"1505205","2019-11-05",NA
"1506351","2019-11-05",NA
"1507953","2019-11-05",NA
"1508100","2019-11-05",NA
"1500107","2019-11-12",0.0187078050567974
"1500800","2019-11-12",0.0192919419822724
"1501105","2019-11-12",0.0205624506426951
"1501204","2019-11-12",0.0207417089909075
"1501303","2019-11-12",0.0164720837685918
"1501402","2019-11-12",0.0132331496062992
"1501501","2019-11-12",0.0213997741814076
"1501782","2019-11-12",0.0191510677083333
"1502103","2019-11-12",0.0193621300742034
"1503093","2019-11-12",0.0202903136244503
"1503309","2019-11-12",0.01950798576182
"1503804","2019-11-12",0.0199752220972185
"1504000","2019-11-12",0.0169775348107472
"1504422","2019-11-12",0.0205739070090215
"1504604","2019-11-12",0.0202264453748006
"1504703","2019-11-12",0.0212268020044999
"1505064","2019-11-12",0.0197712770105605
"1505205","2019-11-12",0.0202287547293963
"1506351","2019-11-12",0.0216648013167176
"1507953","2019-11-12",0.020827824853267
"1508100","2019-11-12",0.0189021811383465
"1500107","2019-11-19",NA
"1500800","2019-11-19",NA
"1501105","2019-11-19",NA
"1501204","2019-11-19",NA
"1501303","2019-11-19",NA
"1501402","2019-11-19",NA
"1501501","2019-11-19",NA
"1501782","2019-11-19",NA
"1502103","2019-11-19",NA
"1503093","2019-11-19",NA
"1503309","2019-11-19",NA
"1503804","2019-11-19",NA
"1504000","2019-11-19",NA
"1504422","2019-11-19",NA
"1504604","2019-11-19",NA
"1504703","2019-11-19",NA
"1505064","2019-11-19",NA
"1505205","2019-11-19",NA
"1506351","2019-11-19",NA
"1507953","2019-11-19",NA
"1508100","2019-11-19",NA
"1500107","2019-11-26",NA
"1500800","2019-11-26",NA
"1501105","2019-11-26",NA
"1501204","2019-11-26",NA
"1501303","2019-11-26",NA
"1501402","2019-11-26",NA
"1501501","2019-11-26",NA
"1501782","2019-11-26",NA
"1502103","2019-11-26",NA
"1503093","2019-11-26",NA
"1503309","2019-11-26",NA
"1503804","2019-11-26",NA
"1504000","2019-11-26",NA
"1504422","2019-11-26",NA
"1504604","2019-11-26",NA
"1504703","2019-11-26",NA
"1505064","2019-11-26",NA
"1505205","2019-11-26",NA
"1506351","2019-11-26",NA
"1507953","2019-11-26",NA
"1508100","2019-11-26",NA
"1500107","2019-12-03",0.0185294554762003
"1500800","2019-12-03",0.0195911111111111
"1501105","2019-12-03",0.0199565181100015
"1501204","2019-12-03",0.0209531952260452
"1501303","2019-12-03",0.0162411342794201
"1501402","2019-12-03",0.0131404530126615
"1501501","2019-12-03",0.0214721052631579
"1501782","2019-12-03",0.0200779231800669
"1502103","2019-12-03",0.0194329117033035
"1503093","2019-12-03",0.0207430776874103
"1503309","2019-12-03",0.0196563521622181
"1503804","2019-12-03",0.020451551061944
"1504000","2019-12-03",0.0169407868067072
"1504422","2019-12-03",0.0206185328185328
"1504604","2019-12-03",0.0204899304966944
"1504703","2019-12-03",0.0217276794090489
"1505064","2019-12-03",0.0196312623383727
"1505205","2019-12-03",0.019747020181498
"1506351","2019-12-03",0.0216632009345794
"1507953","2019-12-03",0.0216354929992631
"1508100","2019-12-03",0.0196406544761126
"1500107","2019-12-10",NA
"1500800","2019-12-10",NA
"1501105","2019-12-10",NA
"1501204","2019-12-10",NA
"1501303","2019-12-10",NA
"1501402","2019-12-10",NA
"1501501","2019-12-10",NA
"1501782","2019-12-10",NA
"1502103","2019-12-10",NA
"1503093","2019-12-10",NA
"1503309","2019-12-10",NA
"1503804","2019-12-10",NA
"1504000","2019-12-10",NA
"1504422","2019-12-10",NA
"1504604","2019-12-10",NA
"1504703","2019-12-10",NA
"1505064","2019-12-10",NA
"1505205","2019-12-10",NA
"1506351","2019-12-10",NA
"1507953","2019-12-10",NA
"1508100","2019-12-10",NA
"1500107","2019-12-17",0.0161145625297194
"1500800","2019-12-17",0.0182662199888331
"1501105","2019-12-17",0.019661758080865
"1501204","2019-12-17",0.0192613511390416
"1501303","2019-12-17",0.0159084554407879
"1501402","2019-12-17",0.0149844334975369
"1501501","2019-12-17",0.0194832991803279
"1501782","2019-12-17",0.0199565165654162
"1502103","2019-12-17",0.017724668989547
"1503093","2019-12-17",0.019278896938537
"1503309","2019-12-17",0.0179204998798366
"1503804","2019-12-17",0.0192057528365532
"1504000","2019-12-17",0.0172215528781794
"1504422","2019-12-17",0.0200355099046222
"1504604","2019-12-17",0.0174608527131783
"1504703","2019-12-17",0.0194778843647359
"1505064","2019-12-17",0.0192684923391766
"1505205","2019-12-17",0.0192716304632295
"1506351","2019-12-17",0.0191260532150776
"1507953","2019-12-17",0.0196416969296798
"1508100","2019-12-17",0.0190141786993812
