"cd_mun","nm_mun","temperature","date"
"1501303","Barcarena",33.3346125284831,"2020-11-01"
"1501402","Belém",31.782265663147,"2020-11-01"
"1501501","Benevides",33.6962966918945,"2020-11-01"
"1501782","Breu Branco",34.1498336791992,"2020-11-01"
"1502103","Cametá",34.4734052022298,"2020-11-01"
"1503093","Goianésia do Pará",34.3197666365525,"2020-11-01"
"1503309","Igarapé-Miri",34.2455795288086,"2020-11-01"
"1503804","Jacundá",33.4727687835693,"2020-11-01"
"1504000","Limoeiro do Ajuru",34.0650619506836,"2020-11-01"
"1504422","Marituba",33.5381393432617,"2020-11-01"
"1504604","Mocajuba",34.625560760498,"2020-11-01"
"1504703","Moju",35.1065915604712,"2020-11-01"
"1505064","Novo Repartimento",33.0172395473573,"2020-11-01"
"1505205","Oeiras do Pará",34.3991067068917,"2020-11-01"
"1506351","Santa Bárbara do Pará",32.6833267211914,"2020-11-01"
"1507953","Tailândia",35.6651793971206,"2020-11-01"
"1508100","Tucuruí",33.3796090020074,"2020-11-01"
"1500107","Abaetetuba",34.0864700317383,"2020-10-25"
"1500800","Ananindeua",33.9841130574544,"2020-10-25"
"1501105","Bagre",35.2081617467544,"2020-10-25"
"1501204","Baião",35.8507194519043,"2020-10-25"
"1501303","Barcarena",33.9842809041341,"2020-10-25"
"1501402","Belém",32.771125793457,"2020-10-25"
"1501501","Benevides",34.7827682495117,"2020-10-25"
"1501782","Breu Branco",35.5901912342418,"2020-10-25"
"1502103","Cametá",35.1939061482747,"2020-10-25"
"1503093","Goianésia do Pará",35.4303017978011,"2020-10-25"
"1503309","Igarapé-Miri",34.8169235229492,"2020-10-25"
"1503804","Jacundá",34.096901957194,"2020-10-25"
"1504000","Limoeiro do Ajuru",34.1865615844727,"2020-10-25"
"1504422","Marituba",34.5074462890625,"2020-10-25"
"1504604","Mocajuba",35.5261878967285,"2020-10-25"
"1504703","Moju",36.0488076008541,"2020-10-25"
"1505064","Novo Repartimento",33.9732582278368,"2020-10-25"
"1505205","Oeiras do Pará",35.3051550728934,"2020-10-25"
"1506351","Santa Bárbara do Pará",33.7395553588867,"2020-10-25"
"1507953","Tailândia",36.3714745261452,"2020-10-25"
"1508100","Tucuruí",34.4009645250108,"2020-10-25"
"1500107","Abaetetuba",33.3055282592773,"2020-10-18"
"1500800","Ananindeua",33.0366846720378,"2020-10-18"
"1501105","Bagre",35.2108840942383,"2020-10-18"
"1501204","Baião",35.4253120422363,"2020-10-18"
"1501303","Barcarena",33.2200698852539,"2020-10-18"
"1501402","Belém",31.9104700088501,"2020-10-18"
"1501501","Benevides",33.5978317260742,"2020-10-18"
"1501782","Breu Branco",35.6387151082357,"2020-10-18"
"1502103","Cametá",34.6428972880046,"2020-10-18"
"1503093","Goianésia do Pará",35.688854085988,"2020-10-18"
"1503309","Igarapé-Miri",34.2348169962565,"2020-10-18"
"1503804","Jacundá",34.6290084838867,"2020-10-18"
"1504000","Limoeiro do Ajuru",33.450895690918,"2020-10-18"
"1504422","Marituba",33.4275665283203,"2020-10-18"
"1504604","Mocajuba",35.2492637634277,"2020-10-18"
"1504703","Moju",35.5261175666057,"2020-10-18"
"1505064","Novo Repartimento",34.041174477678,"2020-10-18"
"1505205","Oeiras do Pará",34.9910975864955,"2020-10-18"
"1506351","Santa Bárbara do Pará",32.739128112793,"2020-10-18"
"1507953","Tailândia",35.5584612759677,"2020-10-18"
"1508100","Tucuruí",34.7028834025065,"2020-10-18"
"1500107","Abaetetuba",33.9081344604492,"2020-10-11"
"1500800","Ananindeua",33.8105697631836,"2020-10-11"
"1501105","Bagre",35.0075086705825,"2020-10-11"
"1501204","Baião",34.9937191009521,"2020-10-11"
"1501303","Barcarena",34.0630162556966,"2020-10-11"
"1501402","Belém",32.3626937866211,"2020-10-11"
"1501501","Benevides",34.5003128051758,"2020-10-11"
"1501782","Breu Branco",35.0331825487541,"2020-10-11"
"1502103","Cametá",34.8650321960449,"2020-10-11"
"1503093","Goianésia do Pará",35.0851990272259,"2020-10-11"
"1503309","Igarapé-Miri",34.4976567586263,"2020-10-11"
"1503804","Jacundá",34.4005498250325,"2020-10-11"
"1504000","Limoeiro do Ajuru",33.7638595581055,"2020-10-11"
"1504422","Marituba",34.2973251342773,"2020-10-11"
"1504604","Mocajuba",35.3024139404297,"2020-10-11"
"1504703","Moju",35.4994744314274,"2020-10-11"
"1505064","Novo Repartimento",33.6591951323719,"2020-10-11"
"1505205","Oeiras do Pará",35.09313419887,"2020-10-11"
"1506351","Santa Bárbara do Pará",33.3193130493164,"2020-10-11"
"1507953","Tailândia",35.5685995853308,"2020-10-11"
"1508100","Tucuruí",34.0726954142253,"2020-10-11"
"1500107","Abaetetuba",34.0016342163086,"2020-10-04"
"1500800","Ananindeua",33.7528406778971,"2020-10-04"
"1501105","Bagre",35.5288602043601,"2020-10-04"
"1501204","Baião",36.1257343292236,"2020-10-04"
"1501303","Barcarena",34.0671106974284,"2020-10-04"
"1501402","Belém",32.1702814102173,"2020-10-04"
"1501501","Benevides",34.506217956543,"2020-10-04"
"1501782","Breu Branco",36.4034477002693,"2020-10-04"
"1502103","Cametá",34.8670832316081,"2020-10-04"
"1503093","Goianésia do Pará",36.3213329972892,"2020-10-04"
"1503309","Igarapé-Miri",34.6160222371419,"2020-10-04"
"1503804","Jacundá",35.2483810424805,"2020-10-04"
"1504000","Limoeiro do Ajuru",33.7560836791992,"2020-10-04"
"1504422","Marituba",34.2899475097656,"2020-10-04"
"1504604","Mocajuba",35.6841468811035,"2020-10-04"
"1504703","Moju",36.3886109473,"2020-10-04"
"1505064","Novo Repartimento",35.5232854703578,"2020-10-04"
"1505205","Oeiras do Pará",35.2920793805804,"2020-10-04"
"1506351","Santa Bárbara do Pará",33.2651748657227,"2020-10-04"
"1507953","Tailândia",36.9502847844904,"2020-10-04"
"1508100","Tucuruí",35.506957160102,"2020-10-04"
"1500107","Abaetetuba",33.701628112793,"2020-09-27"
"1500800","Ananindeua",33.1226323445638,"2020-09-27"
"1501105","Bagre",34.7912862441119,"2020-09-27"
"1501204","Baião",34.621940612793,"2020-09-27"
"1501303","Barcarena",33.2702611287435,"2020-09-27"
"1501402","Belém",32.0733575820923,"2020-09-27"
"1501501","Benevides",33.4915390014648,"2020-09-27"
"1501782","Breu Branco",34.5312923084606,"2020-09-27"
"1502103","Cametá",34.5374196370443,"2020-09-27"
"1503093","Goianésia do Pará",34.7495940635944,"2020-09-27"
"1503309","Igarapé-Miri",34.453786722819,"2020-09-27"
"1503804","Jacundá",34.228923034668,"2020-09-27"
"1504000","Limoeiro do Ajuru",33.5504592895508,"2020-09-27"
"1504422","Marituba",33.3832778930664,"2020-09-27"
"1504604","Mocajuba",34.7211227416992,"2020-09-27"
"1504703","Moju",35.0260823209521,"2020-09-27"
"1505064","Novo Repartimento",34.57052965862,"2020-09-27"
"1505205","Oeiras do Pará",34.80579158238,"2020-09-27"
"1506351","Santa Bárbara do Pará",32.7504653930664,"2020-09-27"
"1507953","Tailândia",35.4166433160955,"2020-09-27"
"1508100","Tucuruí",34.2297236124674,"2020-09-27"
"1500107","Abaetetuba",34.2638137817383,"2020-09-20"
"1500800","Ananindeua",33.7023442586263,"2020-09-20"
"1501105","Bagre",35.3012080473058,"2020-09-20"
"1501204","Baião",35.5161170959473,"2020-09-20"
"1501303","Barcarena",34.2651290893555,"2020-09-20"
"1501402","Belém",32.2712631225586,"2020-09-20"
"1501501","Benevides",34.2682266235352,"2020-09-20"
"1501782","Breu Branco",35.5935361457594,"2020-09-20"
"1502103","Cametá",35.1226743062337,"2020-09-20"
"1503093","Goianésia do Pará",35.6732238243366,"2020-09-20"
"1503309","Igarapé-Miri",35.1444727579753,"2020-09-20"
"1503804","Jacundá",35.0790674845378,"2020-09-20"
"1504000","Limoeiro do Ajuru",33.9424118041992,"2020-09-20"
"1504422","Marituba",34.1336822509766,"2020-09-20"
"1504604","Mocajuba",35.580696105957,"2020-09-20"
"1504703","Moju",36.0159135200608,"2020-09-20"
"1505064","Novo Repartimento",34.9442667767284,"2020-09-20"
"1505205","Oeiras do Pará",35.3220934186663,"2020-09-20"
"1506351","Santa Bárbara do Pará",33.108757019043,"2020-09-20"
"1507953","Tailândia",36.2473882039388,"2020-09-20"
"1508100","Tucuruí",34.6679594251845,"2020-09-20"
"1500107","Abaetetuba",35.6334396362305,"2020-09-13"
"1500800","Ananindeua",34.7732874552409,"2020-09-13"
"1501105","Bagre",35.9501221600701,"2020-09-13"
"1501204","Baião",36.4749336242676,"2020-09-13"
"1501303","Barcarena",35.2630335489909,"2020-09-13"
"1501402","Belém",33.2621841430664,"2020-09-13"
"1501501","Benevides",35.0871200561523,"2020-09-13"
"1501782","Breu Branco",36.8976169932972,"2020-09-13"
"1502103","Cametá",36.3026364644369,"2020-09-13"
"1503093","Goianésia do Pará",36.7578843215416,"2020-09-13"
"1503309","Igarapé-Miri",36.4466435750326,"2020-09-13"
"1503804","Jacundá",36.0677841186523,"2020-09-13"
"1504000","Limoeiro do Ajuru",35.3579635620117,"2020-09-13"
"1504422","Marituba",35.0426635742188,"2020-09-13"
"1504604","Mocajuba",36.4792175292969,"2020-09-13"
"1504703","Moju",37.1599074887558,"2020-09-13"
"1505064","Novo Repartimento",36.0670972994673,"2020-09-13"
"1505205","Oeiras do Pará",36.0949935913086,"2020-09-13"
"1506351","Santa Bárbara do Pará",34.0845718383789,"2020-09-13"
"1507953","Tailândia",37.3590788407759,"2020-09-13"
"1508100","Tucuruí",35.8205184936523,"2020-09-13"
"1500107","Abaetetuba",35.5313888549805,"2020-09-06"
"1500800","Ananindeua",35.1157964070638,"2020-09-06"
"1501105","Bagre",35.8061949786018,"2020-09-06"
"1501204","Baião",36.5187397003174,"2020-09-06"
"1501303","Barcarena",35.4160792032878,"2020-09-06"
"1501402","Belém",33.2865982055664,"2020-09-06"
"1501501","Benevides",35.5561447143555,"2020-09-06"
"1501782","Breu Branco",36.6703165227717,"2020-09-06"
"1502103","Cametá",36.0160598754883,"2020-09-06"
"1503093","Goianésia do Pará",36.5670926324252,"2020-09-06"
"1503309","Igarapé-Miri",36.3049850463867,"2020-09-06"
"1503804","Jacundá",35.7597579956055,"2020-09-06"
"1504000","Limoeiro do Ajuru",34.5798599243164,"2020-09-06"
"1504422","Marituba",35.5047073364258,"2020-09-06"
"1504604","Mocajuba",36.6901931762695,"2020-09-06"
"1504703","Moju",37.0463709226796,"2020-09-06"
"1505064","Novo Repartimento",35.6097712943224,"2020-09-06"
"1505205","Oeiras do Pará",35.8396802629743,"2020-09-06"
"1506351","Santa Bárbara do Pará",34.3158950805664,"2020-09-06"
"1507953","Tailândia",36.7776449954871,"2020-09-06"
"1508100","Tucuruí",35.4300901624892,"2020-09-06"
"1500107","Abaetetuba",34.634846496582,"2020-08-30"
"1500800","Ananindeua",33.7225468953451,"2020-08-30"
"1501105","Bagre",35.5369662116556,"2020-08-30"
"1501204","Baião",36.1211338043213,"2020-08-30"
"1501303","Barcarena",34.0743077596029,"2020-08-30"
"1501402","Belém",32.9858627319336,"2020-08-30"
"1501501","Benevides",34.0688858032227,"2020-08-30"
"1501782","Breu Branco",36.4576348969431,"2020-08-30"
"1502103","Cametá",35.5040817260742,"2020-08-30"
"1503093","Goianésia do Pará",36.6267744919349,"2020-08-30"
"1503309","Igarapé-Miri",35.6087265014648,"2020-08-30"
"1503804","Jacundá",35.8142339070638,"2020-08-30"
"1504000","Limoeiro do Ajuru",34.1156112670898,"2020-08-30"
"1504422","Marituba",33.9936218261719,"2020-08-30"
"1504604","Mocajuba",36.0286483764648,"2020-08-30"
"1504703","Moju",36.5354146823077,"2020-08-30"
"1505064","Novo Repartimento",35.42219363577,"2020-08-30"
"1505205","Oeiras do Pará",35.5626623971122,"2020-08-30"
"1506351","Santa Bárbara do Pará",33.3034439086914,"2020-08-30"
"1507953","Tailândia",36.4947655417702,"2020-08-30"
"1508100","Tucuruí",35.2672280205621,"2020-08-30"
"1500107","Abaetetuba",33.6215225219727,"2020-08-23"
"1500800","Ananindeua",33.2839889526367,"2020-08-23"
"1501105","Bagre",34.2336986766142,"2020-08-23"
"1501204","Baião",34.2739734649658,"2020-08-23"
"1501303","Barcarena",33.4482752482096,"2020-08-23"
"1501402","Belém",32.0635919570923,"2020-08-23"
"1501501","Benevides",33.7318496704102,"2020-08-23"
"1501782","Breu Branco",34.2790053396514,"2020-08-23"
"1502103","Cametá",34.2401644388835,"2020-08-23"
"1503093","Goianésia do Pará",35.0301642582334,"2020-08-23"
"1503309","Igarapé-Miri",34.1597600301107,"2020-08-23"
"1503804","Jacundá",34.1013371785482,"2020-08-23"
"1504000","Limoeiro do Ajuru",33.5532119750977,"2020-08-23"
"1504422","Marituba",33.6207046508789,"2020-08-23"
"1504604","Mocajuba",34.5087966918945,"2020-08-23"
"1504703","Moju",35.1272167152082,"2020-08-23"
"1505064","Novo Repartimento",34.231575632483,"2020-08-23"
"1505205","Oeiras do Pará",34.3728692190988,"2020-08-23"
"1506351","Santa Bárbara do Pará",32.8275985717773,"2020-08-23"
"1507953","Tailândia",35.8247965032404,"2020-08-23"
"1508100","Tucuruí",33.7692167494032,"2020-08-23"
"1500107","Abaetetuba",35.4145217895508,"2020-08-16"
"1500800","Ananindeua",34.3065516153971,"2020-08-16"
"1501105","Bagre",36.3572221643784,"2020-08-16"
"1501204","Baião",36.621862411499,"2020-08-16"
"1501303","Barcarena",35.1070276896159,"2020-08-16"
"1501402","Belém",33.2349166870117,"2020-08-16"
"1501501","Benevides",34.6576156616211,"2020-08-16"
"1501782","Breu Branco",36.7778475212328,"2020-08-16"
"1502103","Cametá",36.3617032368978,"2020-08-16"
"1503093","Goianésia do Pará",36.8293954257307,"2020-08-16"
"1503309","Igarapé-Miri",36.3874313354492,"2020-08-16"
"1503804","Jacundá",35.8144719441732,"2020-08-16"
"1504000","Limoeiro do Ajuru",34.8609268188477,"2020-08-16"
"1504422","Marituba",34.6378326416016,"2020-08-16"
"1504604","Mocajuba",36.7682456970215,"2020-08-16"
"1504703","Moju",37.2398884732958,"2020-08-16"
"1505064","Novo Repartimento",35.891307613714,"2020-08-16"
"1505205","Oeiras do Pará",36.3673913138253,"2020-08-16"
"1506351","Santa Bárbara do Pará",33.6207046508789,"2020-08-16"
"1507953","Tailândia",37.1350160078569,"2020-08-16"
"1508100","Tucuruí",35.3592368231879,"2020-08-16"
"1500107","Abaetetuba",35.0567886352539,"2020-08-09"
"1500800","Ananindeua",33.9965947469076,"2020-08-09"
"1501105","Bagre",35.9463092579561,"2020-08-09"
"1501204","Baião",36.0461673736572,"2020-08-09"
"1501303","Barcarena",34.7732111612956,"2020-08-09"
"1501402","Belém",33.0219497680664,"2020-08-09"
"1501501","Benevides",34.0931930541992,"2020-08-09"
"1501782","Breu Branco",36.2407927079634,"2020-08-09"
"1502103","Cametá",35.9069633483887,"2020-08-09"
"1503093","Goianésia do Pará",36.1376003396922,"2020-08-09"
"1503309","Igarapé-Miri",35.9663050333659,"2020-08-09"
"1503804","Jacundá",35.1202499389648,"2020-08-09"
"1504000","Limoeiro do Ajuru",34.6684463500977,"2020-08-09"
"1504422","Marituba",34.1461410522461,"2020-08-09"
"1504604","Mocajuba",36.0915145874023,"2020-08-09"
"1504703","Moju",36.6175030990386,"2020-08-09"
"1505064","Novo Repartimento",34.8982023533767,"2020-08-09"
"1505205","Oeiras do Pará",35.9680121285575,"2020-08-09"
"1506351","Santa Bárbara do Pará",33.4286880493164,"2020-08-09"
"1507953","Tailândia",36.513923182632,"2020-08-09"
"1508100","Tucuruí",34.7697931925456,"2020-08-09"
"1500107","Abaetetuba",35.0495681762695,"2020-08-02"
"1500800","Ananindeua",34.3499984741211,"2020-08-02"
"1501105","Bagre",35.0787268245921,"2020-08-02"
"1501204","Baião",35.2081851959229,"2020-08-02"
"1501303","Barcarena",34.8199640909831,"2020-08-02"
"1501402","Belém",33.5293502807617,"2020-08-02"
"1501501","Benevides",34.3917007446289,"2020-08-02"
"1501782","Breu Branco",35.0859881314364,"2020-08-02"
"1502103","Cametá",35.4287554423014,"2020-08-02"
"1503093","Goianésia do Pará",34.8947225110284,"2020-08-02"
"1503309","Igarapé-Miri",35.7223780314128,"2020-08-02"
"1503804","Jacundá",33.7686569213867,"2020-08-02"
"1504000","Limoeiro do Ajuru",34.7718978881836,"2020-08-02"
"1504422","Marituba",34.4402847290039,"2020-08-02"
"1504604","Mocajuba",35.5100784301758,"2020-08-02"
"1504703","Moju",36.0009573278293,"2020-08-02"
"1505064","Novo Repartimento",34.055527415702,"2020-08-02"
"1505205","Oeiras do Pará",35.2932793753488,"2020-08-02"
"1506351","Santa Bárbara do Pará",33.9506301879883,"2020-08-02"
"1507953","Tailândia",35.9169817837802,"2020-08-02"
"1508100","Tucuruí",33.6183802286784,"2020-08-02"
"1500107","Abaetetuba",33.8154067993164,"2020-07-26"
"1500800","Ananindeua",33.4224980672201,"2020-07-26"
"1501105","Bagre",34.6442848654354,"2020-07-26"
"1501204","Baião",34.6311368942261,"2020-07-26"
"1501303","Barcarena",33.7152226765951,"2020-07-26"
"1501402","Belém",32.8824234008789,"2020-07-26"
"1501501","Benevides",33.4919815063477,"2020-07-26"
"1501782","Breu Branco",35.1437033450965,"2020-07-26"
"1502103","Cametá",34.5253206888835,"2020-07-26"
"1503093","Goianésia do Pará",35.290070895491,"2020-07-26"
"1503309","Igarapé-Miri",34.5566431681315,"2020-07-26"
"1503804","Jacundá",34.3223475138346,"2020-07-26"
"1504000","Limoeiro do Ajuru",33.5958084106445,"2020-07-26"
"1504422","Marituba",33.5059585571289,"2020-07-26"
"1504604","Mocajuba",34.6141624450684,"2020-07-26"
"1504703","Moju",35.1463727279448,"2020-07-26"
"1505064","Novo Repartimento",34.4618183539166,"2020-07-26"
