"","cd_mun","nm_mun","UF","temperature","year_month"
"69",1501402,"Belém","PA",33.2929916381836,"2020-09"
"70",1501501,"Benevides","PA",35.5561447143555,"2020-09"
"71",1501782,"Breu Branco","PA",36.8998003872958,"2020-09"
"72",1502103,"Cametá","PA",36.3303871154785,"2020-09"
"73",1503093,"Goianésia do Pará","PA",36.823597085887,"2020-09"
"74",1503309,"Igarapé-Miri","PA",36.460280863444,"2020-09"
"75",1503804,"Jacundá","PA",36.0708053588867,"2020-09"
"76",1504000,"Limoeiro do Ajuru","PA",35.3579635620117,"2020-09"
"77",1504422,"Marituba","PA",35.5047073364258,"2020-09"
"78",1504604,"Mocajuba","PA",36.6901931762695,"2020-09"
"79",1504703,"Moju","PA",37.2102176505075,"2020-09"
"80",1505064,"Novo Repartimento","PA",36.0670972994673,"2020-09"
"81",1505205,"Oeiras do Pará","PA",36.1159973144531,"2020-09"
"82",1506351,"Santa Bárbara do Pará","PA",34.3158950805664,"2020-09"
"83",1507953,"Tailândia","PA",37.3590788407759,"2020-09"
"84",1508100,"Tucuruí","PA",35.8205184936523,"2020-09"
"85",1500107,"Abaetetuba","PA",35.4572311401367,"2020-08"
"86",1500800,"Ananindeua","PA",34.4403813680013,"2020-08"
"87",1501105,"Bagre","PA",36.3572221643784,"2020-08"
"88",1501204,"Baião","PA",36.621862411499,"2020-08"
"89",1501303,"Barcarena","PA",35.1258417765299,"2020-08"
"90",1501402,"Belém","PA",33.5293502807617,"2020-08"
"91",1501501,"Benevides","PA",34.6576156616211,"2020-08"
"92",1501782,"Breu Branco","PA",36.7778475212328,"2020-08"
"93",1502103,"Cametá","PA",36.3617032368978,"2020-08"
"94",1503093,"Goianésia do Pará","PA",36.8368995929586,"2020-08"
"95",1503309,"Igarapé-Miri","PA",36.3995346069336,"2020-08"
"96",1503804,"Jacundá","PA",35.8144719441732,"2020-08"
"97",1504000,"Limoeiro do Ajuru","PA",34.9156234741211,"2020-08"
"98",1504422,"Marituba","PA",34.6410293579102,"2020-08"
"99",1504604,"Mocajuba","PA",36.7682456970215,"2020-08"
"100",1504703,"Moju","PA",37.2398884732958,"2020-08"
"101",1505064,"Novo Repartimento","PA",35.8945811822162,"2020-08"
"102",1505205,"Oeiras do Pará","PA",36.3673913138253,"2020-08"
"103",1506351,"Santa Bárbara do Pará","PA",33.9506301879883,"2020-08"
"104",1507953,"Tailândia","PA",37.1350160078569,"2020-08"
"105",1508100,"Tucuruí","PA",35.3592368231879,"2020-08"
"106",1500107,"Abaetetuba","PA",33.6399032592773,"2020-07"
"107",1500800,"Ananindeua","PA",33.4224980672201,"2020-07"
"108",1501105,"Bagre","PA",34.5860797657686,"2020-07"
"109",1501204,"Baião","PA",34.6465196609497,"2020-07"
"110",1501303,"Barcarena","PA",33.7152226765951,"2020-07"
"111",1501402,"Belém","PA",32.8824234008789,"2020-07"
"112",1501501,"Benevides","PA",33.4919815063477,"2020-07"
"113",1501782,"Breu Branco","PA",35.1491558190548,"2020-07"
"114",1502103,"Cametá","PA",34.5132738749186,"2020-07"
"115",1503093,"Goianésia do Pará","PA",35.2993335066171,"2020-07"
"116",1503309,"Igarapé-Miri","PA",34.4629318237305,"2020-07"
"117",1503804,"Jacundá","PA",34.3292343139648,"2020-07"
"118",1504000,"Limoeiro do Ajuru","PA",33.3101455688477,"2020-07"
"119",1504422,"Marituba","PA",33.5059585571289,"2020-07"
"120",1504604,"Mocajuba","PA",34.6141624450684,"2020-07"
"121",1504703,"Moju","PA",35.1673778480207,"2020-07"
"122",1505064,"Novo Repartimento","PA",34.4654645842265,"2020-07"
"123",1505205,"Oeiras do Pará","PA",34.5854208809989,"2020-07"
"124",1506351,"Santa Bárbara do Pará","PA",33.1413192749023,"2020-07"
"125",1507953,"Tailândia","PA",35.1822673913204,"2020-07"
"126",1508100,"Tucuruí","PA",33.9282641940647,"2020-07"
"127",1500107,"Abaetetuba","PA",31.0686008453369,"2020-06"
"128",1500800,"Ananindeua","PA",30.9112491607666,"2020-06"
"129",1501105,"Bagre","PA",31.8400294920977,"2020-06"
"130",1501204,"Baião","PA",31.9518940448761,"2020-06"
"131",1501303,"Barcarena","PA",30.956013361613,"2020-06"
"132",1501402,"Belém","PA",30.4450931549072,"2020-06"
"133",1501501,"Benevides","PA",31.2359256744385,"2020-06"
"134",1501782,"Breu Branco","PA",32.598028125185,"2020-06"
"135",1502103,"Cametá","PA",31.7275727589925,"2020-06"
"136",1503093,"Goianésia do Pará","PA",33.4653193046307,"2020-06"
"137",1503309,"Igarapé-Miri","PA",31.5887311299642,"2020-06"
"138",1503804,"Jacundá","PA",33.0466557820638,"2020-06"
"139",1504000,"Limoeiro do Ajuru","PA",31.0341892242432,"2020-06"
"140",1504422,"Marituba","PA",31.1325778961182,"2020-06"
"141",1504604,"Mocajuba","PA",31.9127554893494,"2020-06"
"142",1504703,"Moju","PA",32.2474500091983,"2020-06"
"143",1505064,"Novo Repartimento","PA",32.132268998681,"2020-06"
"144",1505205,"Oeiras do Pará","PA",31.8656563077654,"2020-06"
"145",1506351,"Santa Bárbara do Pará","PA",30.79905128479,"2020-06"
"146",1507953,"Tailândia","PA",32.9979310469194,"2020-06"
"147",1508100,"Tucuruí","PA",31.3412638770209,"2020-06"
"148",1500107,"Abaetetuba","PA",31.4557224273682,"2020-05"
"149",1500800,"Ananindeua","PA",31.1433455149333,"2020-05"
"150",1501105,"Bagre","PA",31.8238940519445,"2020-05"
"151",1501204,"Baião","PA",31.8285797834396,"2020-05"
"152",1501303,"Barcarena","PA",31.32590675354,"2020-05"
"153",1501402,"Belém","PA",30.5718326568604,"2020-05"
"154",1501501,"Benevides","PA",31.2636661529541,"2020-05"
"155",1501782,"Breu Branco","PA",32.0283312364058,"2020-05"
"156",1502103,"Cametá","PA",31.6087779998779,"2020-05"
"157",1503093,"Goianésia do Pará","PA",32.2859418474395,"2020-05"
"158",1503309,"Igarapé-Miri","PA",31.786714553833,"2020-05"
"159",1503804,"Jacundá","PA",31.9671136220296,"2020-05"
"160",1504000,"Limoeiro do Ajuru","PA",31.1357395172119,"2020-05"
"161",1504422,"Marituba","PA",31.2682056427002,"2020-05"
"162",1504604,"Mocajuba","PA",31.8416993618011,"2020-05"
"163",1504703,"Moju","PA",32.1093287938078,"2020-05"
"164",1505064,"Novo Repartimento","PA",31.2659353705926,"2020-05"
"165",1505205,"Oeiras do Pará","PA",31.6557919638497,"2020-05"
"166",1506351,"Santa Bárbara do Pará","PA",30.833459854126,"2020-05"
"167",1507953,"Tailândia","PA",32.3897675022934,"2020-05"
"168",1508100,"Tucuruí","PA",31.2772871653239,"2020-05"
"169",1500107,"Abaetetuba","PA",31.1809513092041,"2020-04"
"170",1500800,"Ananindeua","PA",31.3101037343343,"2020-04"
"171",1501105,"Bagre","PA",32.1695583006915,"2020-04"
"172",1501204,"Baião","PA",31.9700747132301,"2020-04"
"173",1501303,"Barcarena","PA",30.9247531890869,"2020-04"
"174",1501402,"Belém","PA",30.3270969390869,"2020-04"
"175",1501501,"Benevides","PA",31.7390232086182,"2020-04"
"176",1501782,"Breu Branco","PA",31.7056039174398,"2020-04"
"177",1502103,"Cametá","PA",31.9973254203796,"2020-04"
"178",1503093,"Goianésia do Pará","PA",32.1505004290877,"2020-04"
"179",1503309,"Igarapé-Miri","PA",31.8253880818685,"2020-04"
"180",1503804,"Jacundá","PA",31.7189355214437,"2020-04"
"181",1504000,"Limoeiro do Ajuru","PA",31.0784824371338,"2020-04"
"182",1504422,"Marituba","PA",31.6163806915283,"2020-04"
"183",1504604,"Mocajuba","PA",32.279296875,"2020-04"
"184",1504703,"Moju","PA",32.0924171931307,"2020-04"
"185",1505064,"Novo Repartimento","PA",31.3829265532455,"2020-04"
"186",1505205,"Oeiras do Pará","PA",32.1771309716361,"2020-04"
"187",1506351,"Santa Bárbara do Pará","PA",30.9271793365479,"2020-04"
"188",1507953,"Tailândia","PA",32.17097195712,"2020-04"
"189",1508100,"Tucuruí","PA",31.2789249420166,"2020-04"
"190",1500107,"Abaetetuba","PA",31.1398838043213,"2020-03"
"191",1500800,"Ananindeua","PA",31.162317276001,"2020-03"
"192",1501105,"Bagre","PA",31.8832576976103,"2020-03"
"193",1501204,"Baião","PA",31.5862731933594,"2020-03"
"194",1501303,"Barcarena","PA",30.986530939738,"2020-03"
"195",1501402,"Belém","PA",30.2985324859619,"2020-03"
"196",1501501,"Benevides","PA",31.397424697876,"2020-03"
"197",1501782,"Breu Branco","PA",31.9526273554022,"2020-03"
"198",1502103,"Cametá","PA",31.2854925791423,"2020-03"
"199",1503093,"Goianésia do Pará","PA",32.2163540741493,"2020-03"
"200",1503309,"Igarapé-Miri","PA",31.4630819956462,"2020-03"
"201",1503804,"Jacundá","PA",31.6378828684489,"2020-03"
"202",1504000,"Limoeiro do Ajuru","PA",31.01467628479,"2020-03"
"203",1504422,"Marituba","PA",31.3244647979736,"2020-03"
"204",1504604,"Mocajuba","PA",31.6518912315369,"2020-03"
"205",1504703,"Moju","PA",32.1485319809175,"2020-03"
"206",1505064,"Novo Repartimento","PA",31.4461033363652,"2020-03"
"207",1505205,"Oeiras do Pará","PA",31.640588760376,"2020-03"
"208",1506351,"Santa Bárbara do Pará","PA",30.9237461090088,"2020-03"
"209",1507953,"Tailândia","PA",32.7127895933209,"2020-03"
"210",1508100,"Tucuruí","PA",31.2880191802979,"2020-03"
"211",1500107,"Abaetetuba","PA",31.4378969192505,"2020-02"
"212",1500800,"Ananindeua","PA",31.1325117746989,"2020-02"
"213",1501105,"Bagre","PA",31.7819555506987,"2020-02"
"214",1501204,"Baião","PA",32.6051521897316,"2020-02"
"215",1501303,"Barcarena","PA",31.2490584055583,"2020-02"
"216",1501402,"Belém","PA",30.4741764068604,"2020-02"
"217",1501501,"Benevides","PA",31.4621067047119,"2020-02"
"218",1501782,"Breu Branco","PA",32.4077151905407,"2020-02"
"219",1502103,"Cametá","PA",31.4296003182729,"2020-02"
"220",1503093,"Goianésia do Pará","PA",31.8117079241522,"2020-02"
"221",1503309,"Igarapé-Miri","PA",31.5938050587972,"2020-02"
"222",1503804,"Jacundá","PA",31.1524255116781,"2020-02"
"223",1504000,"Limoeiro do Ajuru","PA",30.8194583892822,"2020-02"
"224",1504422,"Marituba","PA",31.3615283966064,"2020-02"
"225",1504604,"Mocajuba","PA",31.9397444725037,"2020-02"
"226",1504703,"Moju","PA",32.3543621385601,"2020-02"
"227",1505064,"Novo Repartimento","PA",31.5884949908993,"2020-02"
"228",1505205,"Oeiras do Pará","PA",31.3928176334926,"2020-02"
"229",1506351,"Santa Bárbara do Pará","PA",30.7380313873291,"2020-02"
"230",1507953,"Tailândia","PA",32.7179082234701,"2020-02"
"231",1508100,"Tucuruí","PA",32.0774332682292,"2020-02"
"232",1500107,"Abaetetuba","PA",30.9698551177979,"2020-01"
"233",1500800,"Ananindeua","PA",31.0690046946208,"2020-01"
"234",1501105,"Bagre","PA",31.57551984226,"2020-01"
"235",1501204,"Baião","PA",31.2731266021729,"2020-01"
"236",1501303,"Barcarena","PA",30.9120222727458,"2020-01"
"237",1501402,"Belém","PA",30.2258853912354,"2020-01"
"238",1501501,"Benevides","PA",31.3882541656494,"2020-01"
"239",1501782,"Breu Branco","PA",31.3286537401604,"2020-01"
"240",1502103,"Cametá","PA",30.9771671295166,"2020-01"
"241",1503093,"Goianésia do Pará","PA",31.6981214654857,"2020-01"
"242",1503309,"Igarapé-Miri","PA",31.1659712473551,"2020-01"
"243",1503804,"Jacundá","PA",31.2106733957926,"2020-01"
"244",1504000,"Limoeiro do Ajuru","PA",30.7057163238525,"2020-01"
"245",1504422,"Marituba","PA",31.2757358551025,"2020-01"
"246",1504604,"Mocajuba","PA",31.1442775726318,"2020-01"
"247",1504703,"Moju","PA",31.6645610433229,"2020-01"
"248",1505064,"Novo Repartimento","PA",31.1726797770679,"2020-01"
"249",1505205,"Oeiras do Pará","PA",31.2300412314279,"2020-01"
"250",1506351,"Santa Bárbara do Pará","PA",30.9241275787354,"2020-01"
"251",1507953,"Tailândia","PA",31.9432273055568,"2020-01"
"252",1508100,"Tucuruí","PA",30.9849202897814,"2020-01"
